age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,native-country,income
32, State-gov, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
21, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
63, Private, Some-college,10, Married-civ-spouse, Sales, Husband, Black, Male, United-States, >50K
44, Private, Some-college,10, Separated, Exec-managerial, Not-in-family, White, Male, United-States, >50K
42, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
23, ?, Bachelors,13, Never-married, ?, Own-child, White, Male, United-States, <=50K
30, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
24, Private, HS-grad,9, Never-married, Other-service, Unmarried, White, Male, El-Salvador, <=50K
42, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
44, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female, Italy, >50K
27, Federal-gov, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Male, United-States, <=50K
27, Local-gov, Some-college,10, Never-married, Exec-managerial, Unmarried, White, Male, United-States, <=50K
22, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
68, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
55, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, >50K
22, Self-emp-not-inc, HS-grad,9, Never-married, Other-service, Own-child, White, Male, Greece, <=50K
25, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, <=50K
68, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
62, Private, Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
26, Private, HS-grad,9, Divorced, Other-service, Other-relative, White, Male, United-States, <=50K
34, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
68, Private, Some-college,10, Widowed, Sales, Not-in-family, White, Male, United-States, <=50K
42, Local-gov, Bachelors,13, Separated, Exec-managerial, Not-in-family, White, Male, United-States, >50K
45, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
26, Private, 11th,7, Never-married, Transport-moving, Not-in-family, White, Male, United-States, <=50K
25, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
23, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male, United-States, <=50K
29, Private, Some-college,10, Never-married, Other-service, Not-in-family, Other, Male, ?, <=50K
65, Without-pay, 7th-8th,4, Widowed, Farming-fishing, Unmarried, White, Female, United-States, <=50K
31, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male, United-States, <=50K
26, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
39, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
44, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
45, Local-gov, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female, United-States, <=50K
26, Self-emp-not-inc, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
26, Private, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
36, Private, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
38, Private, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
39, Private, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Male, United-States, <=50K
52, Self-emp-inc, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
39, Private, 1st-4th,2, Married-civ-spouse, Craft-repair, Husband, White, Male, Mexico, <=50K
41, Self-emp-not-inc, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
42, Local-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
47, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
28, Local-gov, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, Black, Male, United-States, <=50K
25, Local-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male, United-States, <=50K
35, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
32, Private, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female, United-States, <=50K
38, Private, Masters,14, Married-civ-spouse, Craft-repair, Husband, Black, Male, United-States, >50K
44, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
21, ?, Some-college,10, Never-married, ?, Own-child, White, Female, United-States, <=50K
27, Private, Bachelors,13, Never-married, Sales, Own-child, White, Female, United-States, <=50K
30, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, >50K
30, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
45, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
20, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
57, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
43, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
50, ?, 11th,7, Married-civ-spouse, ?, Own-child, Black, Female, United-States, <=50K
28, Private, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Female, China, <=50K
25, Private, HS-grad,9, Married-civ-spouse, Tech-support, Other-relative, White, Female, United-States, >50K
25, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
90, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
38, Local-gov, Bachelors,13, Separated, Prof-specialty, Unmarried, Black, Male, United-States, <=50K
35, Private, Bachelors,13, Married-spouse-absent, Exec-managerial, Unmarried, White, Female, United-States, <=50K
50, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, Canada, >50K
26, Local-gov, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
39, Private, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
56, Private, 10th,6, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
24, Local-gov, HS-grad,9, Divorced, Protective-serv, Unmarried, Black, Female, United-States, <=50K
46, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
18, Local-gov, 11th,7, Never-married, Adm-clerical, Other-relative, White, Female, United-States, <=50K
37, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
57, Private, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
43, State-gov, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
29, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, Nicaragua, <=50K
40, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
44, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
77, Local-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
30, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male, United-States, <=50K
21, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
66, Private, 10th,6, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, <=50K
40, Private, 11th,7, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
68, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
64, Private, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female, United-States, <=50K
26, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
32, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
32, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male, United-States, <=50K
51, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
50, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
49, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
28, Private, Bachelors,13, Never-married, Transport-moving, Unmarried, White, Male, United-States, <=50K
29, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female, United-States, <=50K
21, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
28, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
55, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
45, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, South, >50K
35, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
31, ?, 11th,7, Separated, ?, Not-in-family, Black, Male, United-States, <=50K
26, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, >50K
30, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male, Germany, <=50K
33, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
40, Private, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, Cambodia, >50K
23, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
35, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
48, Self-emp-not-inc, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, >50K
39, Local-gov, 10th,6, Divorced, Handlers-cleaners, Own-child, Black, Male, United-States, <=50K
53, Local-gov, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
49, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
31, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Female, United-States, <=50K
36, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
60, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
29, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
54, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
28, ?, Assoc-acdm,12, Married-AF-spouse, ?, Wife, White, Female, United-States, <=50K
34, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
30, Private, Some-college,10, Never-married, Sales, Not-in-family, Black, Female, United-States, <=50K
19, Private, HS-grad,9, Never-married, Priv-house-serv, Not-in-family, White, Female, ?, <=50K
26, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K
47, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male, United-States, >50K
50, Private, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Male, United-States, <=50K
30, Private, Bachelors,13, Never-married, Exec-managerial, Unmarried, White, Female, United-States, >50K
44, Private, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
49, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
75, Self-emp-not-inc, Masters,14, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
37, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
51, State-gov, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male, United-States, <=50K
35, Private, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male, United-States, <=50K
28, Private, Some-college,10, Never-married, Sales, Other-relative, White, Female, United-States, <=50K
66, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
72, Private, 9th,5, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female, United-States, >50K
39, Private, Bachelors,13, Separated, Sales, Not-in-family, White, Male, United-States, <=50K
27, Private, HS-grad,9, Never-married, Farming-fishing, Own-child, Black, Male, United-States, <=50K
57, Private, Some-college,10, Never-married, Adm-clerical, Other-relative, Black, Female, Jamaica, <=50K
24, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
28, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
23, Private, Some-college,10, Married-spouse-absent, Other-service, Not-in-family, White, Female, United-States, <=50K
31, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
23, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
31, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
27, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
30, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
31, Private, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female, ?, <=50K
34, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
57, Federal-gov, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
39, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, Cuba, >50K
23, Private, 11th,7, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
